スポット,山岳,高原・湿原・原野,湖沼,河川・峡谷,滝,海岸・岬,岩石・洞窟,動物,植物,自然現象,史跡,神社・寺院・教会,城跡・城郭・宮殿,集落・街,郷土景観,庭園・公園,建造物,動植物園・水族館,博物館・美術館,テーマ公園・テーマ施設,温泉,食
アドベンチャーワールド,0.4391374381207321,0.5240713736592101,0.5396852588787392,0.4641624344672332,0.4362912306393129,0.5360220552677695,0.5253597007580979,0.6523707734409495,0.4874032900198266,0.521279287240136,0.5071863663847697,0.5515177830052034,0.4781973961989542,0.5301834662882944,0.6031187318820745,0.5898840775443078,0.5492446846844279,0.8096610188570731,0.5829493286104368,0.702852973566647,0.4328704362096762,0.5188174102153504
アメ横,0.4732784984897954,0.5430075849740641,0.5087893068038442,0.4797379654534663,0.4268546555288068,0.5107574985683457,0.5390352694695104,0.5478925543389334,0.5639125931244319,0.559999362650111,0.5703163196880434,0.5783564262948628,0.5291847023317681,0.7872681602146872,0.7447536983468999,0.6123938993000153,0.6423064770483152,0.6173211480251809,0.6308319192736956,0.6873357350871383,0.5162976635735391,0.7209126041991503
アリオ倉敷,0.4111554321513282,0.4854824949117916,0.4722051461025948,0.4168152220706739,0.3880484767868953,0.4637810230262572,0.4808666009459035,0.5001297403641155,0.5403518586545034,0.4791988104408327,0.5385479684927608,0.5008347990384031,0.5211839135582208,0.7048544770219082,0.6850416414761228,0.6013523524681238,0.6225493104418505,0.5875282170730292,0.6071910155804819,0.6706940237178146,0.4515102948848458,0.6717250436385301
アレイからすこじま,0.5009575313984576,0.5574654317854736,0.6159527171017676,0.5815310882908706,0.5175450933558828,0.7028215516911435,0.622253544541874,0.6695926959679719,0.5093008352557198,0.6185654068425148,0.6212701696203584,0.5364204808642765,0.5943052292503491,0.5720509588218525,0.6336698304226407,0.5686187908432357,0.6338000877163672,0.595347582702429,0.56069937565783,0.5867426082398514,0.504630050164259,0.5244966964057466
サンシャインシティ,0.4512902988728977,0.5344938059865888,0.521259482603856,0.4439218145954967,0.4384068794707459,0.4948197686411287,0.546542975601005,0.5526047410594872,0.5848751681453477,0.5431371867139457,0.5747393247115941,0.5606366582727668,0.5745744665041207,0.7233321450276904,0.6815301692978306,0.645197686062584,0.6629813430085995,0.6697987514764234,0.6546729067215211,0.7537582291338658,0.532052211131772,0.6519261869825167
サンシャイン水族館,0.5164351811895848,0.6058869565079114,0.6822430117112108,0.5895648556755126,0.5883661344117979,0.618415664188152,0.6533565632787341,0.7349025774119475,0.6141419918620957,0.6516133224132374,0.6102201592547476,0.6155673767002747,0.5959614650668889,0.6450418928791429,0.6987836717469007,0.7096194380366139,0.7132614733162903,0.8386055878313805,0.7123645920690791,0.7968054990215186,0.5501869837029878,0.6025290443297193
サンリオピューロランド,0.4740020877790764,0.5378083780920802,0.5675936998223193,0.4671162020104921,0.4467857663118328,0.5012673784679108,0.535600116513751,0.6038628776167181,0.5575790380862434,0.5419116155551227,0.5382658233320126,0.5986122150970502,0.5731358981381878,0.602508431014871,0.636504324935268,0.670492076519217,0.620978849266607,0.7732524750040201,0.6692319876645023,0.8429821087734701,0.4801888212636829,0.5687589781130575
ダイバーシティ東京 プラザ,0.503789909249971,0.5544402180573371,0.5418307777907776,0.4800985199845949,0.4569843694903164,0.5478172865319821,0.5853787865892298,0.6042987974375522,0.5630494778150537,0.5673817081290925,0.5974915688875326,0.5806334325370546,0.592241851012302,0.7113570105657788,0.700504221654195,0.6213010995166163,0.694890091655192,0.6839997381997214,0.6873360031526093,0.7582730767804193,0.5019997573186733,0.6499705978674077
ハルカス300,0.5912003676297727,0.6293767126841852,0.5876965127718091,0.5487185138806899,0.5375468125603532,0.5808925174752462,0.6245932726717986,0.5945208957413397,0.5829295816804174,0.6043988144781564,0.6183230110401785,0.5983206847717867,0.6353992587520891,0.6739622061830819,0.6753757699266979,0.6405843446537034,0.6762934366076327,0.6383963725575506,0.6447195786379166,0.7029142417386507,0.5335020880417837,0.5961344280177815
ホテルヴィスキオ尼崎,0.4555833082051508,0.5187991136708661,0.4988621969346729,0.4697913088545846,0.4449219034386225,0.4718450832432951,0.501317520797678,0.5239926104647794,0.4833412622528754,0.5504882697553853,0.4955186656938342,0.5209565564971704,0.4755974384787937,0.5985954063359336,0.6735286163948936,0.5539120872875659,0.5797775452110442,0.584516616169074,0.5271905712322187,0.6507983710250231,0.5702861169291894,0.7098879567684603
マクセル アクアパーク品川,0.4189665659693373,0.5059131767658777,0.6315028617796474,0.5422466781342957,0.5317279123601637,0.581991147674832,0.5782479774434953,0.6751614463658056,0.4998189712387608,0.5901079035173087,0.5270625296027389,0.4961344276001628,0.5053718062219403,0.5383746112238698,0.6007214833088544,0.5887722547467982,0.6114201196550659,0.7634098115440124,0.5948621501537922,0.6920560964171368,0.4731354996574409,0.5132090417904457
メリケンパーク,0.5544447216095141,0.6252485092290583,0.6721947740342914,0.6280493602450381,0.5565102892669795,0.6975395713824084,0.6278843481833556,0.6197121927074427,0.596328628796936,0.6544569800529128,0.6029454065931974,0.5704713469518922,0.5920809065048985,0.6844831924771138,0.6811297867912427,0.6923541896333278,0.6978374524528645,0.6308018679614674,0.6048219539472602,0.6730337217880386,0.5514576012958466,0.5473001874953979
メリケンパーク・ハーバーランド,0.5135685599153985,0.5921788004168922,0.640287039851648,0.5898050101212338,0.5079030982201399,0.6560238552763636,0.5866348772188175,0.5902327914209218,0.5693666628794306,0.6272416298500115,0.5613242121335381,0.5311781432500995,0.5545251323135976,0.6940510795069187,0.6868951624813178,0.6623657707843962,0.6672000125144731,0.6229623115832154,0.5900863469622382,0.6640975335621009,0.5377780887409213,0.5984170040620549
ユニバーサル・スタジオ・ジャパン（USJ）,0.5225442616536454,0.5408260370231129,0.5763371537291294,0.5257693982689364,0.519793214956043,0.5214080658763715,0.609761166646982,0.5865263868972403,0.5269454962947725,0.589407587187759,0.5793585562686951,0.6022316073067939,0.558603736705819,0.5969500098926521,0.6530718571675871,0.6339882710398469,0.66335166696276,0.7306304225860479,0.6549737203331467,0.8269701345233983,0.5259446498496578,0.5949014813959225
レゴランド・ディスカバリー・センター大阪,0.416711628547718,0.4632544883588799,0.4806261476253164,0.4232829357642246,0.3822465019946728,0.4567082213495937,0.5094853736387592,0.5290679995840372,0.4496176520302148,0.4676188835502447,0.5093196699103204,0.4688808390830523,0.5274111272950921,0.5498767051919561,0.583813362806338,0.5746539552238037,0.5777192180837767,0.7031783496162367,0.617542561524252,0.7890563118522331,0.3975805409670081,0.5239151501720227
レゴランド・ディスカバリー・センター東京,0.3816151103910495,0.4551792007491423,0.471265678094958,0.4001359145080522,0.3751211934479386,0.4475036094761241,0.4975672974964855,0.5286069180574617,0.4405003378762707,0.4593864088215826,0.4977316388957578,0.4625414860689741,0.4881515327538316,0.538322006036811,0.5701896074955672,0.5651701299557068,0.5612449968282468,0.7224971616440288,0.6183043035326394,0.7892510698115036,0.3915060026233561,0.5132282658087988
万博記念公園,0.5696281628008609,0.6232756672590192,0.6354559522161347,0.5834029929038256,0.5618455922736746,0.5776715430675806,0.6244313086430168,0.6130625158886369,0.7067094796414314,0.6096338081985059,0.6797702742888689,0.6450293341750274,0.6529108466447966,0.6583537651315603,0.6871212189655183,0.787798354730777,0.7461142616868118,0.7163856475064677,0.7380046769615746,0.769140094098409,0.5138427543460538,0.5424048392737043
三井アウトレットパーク　倉敷,0.4653988067501441,0.5609593298849591,0.5490101355270349,0.4673328607191198,0.4444479718601478,0.5254621271979877,0.5539525065778675,0.5470654082281406,0.582002700669712,0.5361348437128473,0.5891584365202572,0.5445113638739796,0.5573769582172542,0.71982750378688,0.7212733047866721,0.6439693085093928,0.6627055173486137,0.6550896704467812,0.6649534647182498,0.7411973388668941,0.4796069473390683,0.6783684955930915
三佛寺投入堂,0.7137051568679246,0.585725689735733,0.5293389067550658,0.5730256264357536,0.5678095591004626,0.5235874600219497,0.6780478241909207,0.4737652512355884,0.5110911380698917,0.5803821934258607,0.6491188058840474,0.7528593374660812,0.5738394619838662,0.5421937134573807,0.5665380434260193,0.5316804847429123,0.6199855475315227,0.4913146131712413,0.5356999803649057,0.5529796907542354,0.5447478296442023,0.45271577952055
三十三間堂（蓮華王院）,0.583204494004455,0.5260834351417412,0.5056363881791388,0.5252448755140058,0.5317829617870652,0.4751862189724371,0.6084452936175174,0.501944714455764,0.5565525282101133,0.547028072294143,0.677915261754382,0.8225876214027187,0.6193865637822603,0.6044859754321477,0.5736378134031456,0.5906111928476812,0.6582835565331244,0.5773211229376978,0.6689319882299043,0.6023177106391574,0.5105427711763035,0.4515828685270218
三千院,0.6929385152936215,0.7089536493357087,0.6529327471408146,0.6694589700382833,0.630128966931403,0.6113159508188343,0.6914343100386068,0.6445291212499262,0.7284285648347758,0.6827247338383466,0.7210415968262714,0.859476094879933,0.679920713334771,0.7293658434730296,0.737016570692694,0.7569508249704817,0.7115259549638479,0.6570468154623428,0.6753831546207151,0.6533780166572078,0.6279325206983446,0.5935917423145824
三朝温泉,0.6258740368480602,0.6449100630589281,0.68853831364546,0.6792519244602081,0.651411539009302,0.6090314506698884,0.6899057354619702,0.5595639365168145,0.5460646952615895,0.7675602671446062,0.5762557879379719,0.6236679765321528,0.5247354481191038,0.6540118192472482,0.6854437500370616,0.6350097860139422,0.6243751423023576,0.5415600755202516,0.5162464293137978,0.6230782644962615,0.8954368887530062,0.6508150299134066
三菱一号館美術館,0.4162661440089378,0.4669620403153063,0.457155576949054,0.429624642609979,0.4185018467145182,0.4480083481157518,0.5097367040562265,0.4651652672717521,0.5697692528194711,0.4612998468297031,0.603038030437957,0.56437677185042,0.6061344218150014,0.6667838715761504,0.5985050703395849,0.6306564060134221,0.747091412179873,0.619853263995809,0.8569486150196213,0.6518473021777083,0.4127330292229677,0.487020516639385
三越日本橋本店,0.4185912674103192,0.440797508692974,0.4392684520804299,0.391627516962641,0.3749830575140056,0.4498073603483862,0.4780142147860537,0.4863710594238863,0.5259799596143893,0.4779197020281552,0.5382753818701373,0.5765170986466275,0.5369623365302592,0.713004748541746,0.6563344941491691,0.5620516376276016,0.670530620114717,0.5764259787825201,0.6908725076921622,0.646166990346884,0.4523274327212713,0.6646887149502931
上野動物園,0.4300098004072271,0.4938796976767193,0.4739887303975659,0.4013368930329178,0.3902795620127751,0.3929925674163261,0.4724445044890538,0.6004266748342498,0.5168433118717669,0.4586393791270376,0.4985946541477937,0.5688926837552277,0.4901751560251523,0.4974312006229361,0.5481476859521631,0.5827734698037067,0.5110326431332632,0.7774261583477736,0.5662378170049123,0.6199865231012625,0.3684735560364823,0.5027085538884511
上野恩賜公園,0.6335978618481386,0.7131069348898895,0.6810811215336063,0.6361826200427045,0.5916425273484446,0.5461454128440264,0.6199117882494984,0.6374665062303287,0.795788253463717,0.6490202964942503,0.696487640816428,0.7200575699682752,0.6854216000728576,0.684196621791797,0.6963914573556056,0.8499497633225782,0.7116969082875512,0.7473011269449482,0.7153605909705661,0.7253447617325661,0.5461473058520815,0.5233481720412096
下関市立しものせき水族館・海響館,0.4383688297608935,0.5034408406555527,0.6175737107829771,0.5620820685146103,0.5139275661615447,0.5917077860755435,0.6016851728195555,0.6789555917403739,0.5201248401541378,0.5932265522916645,0.578059003961471,0.5540575553184952,0.5379121300486726,0.5896506705409534,0.6399847772130439,0.6283623010026245,0.6738131712281592,0.7899487361019772,0.6749082833377642,0.7076209632069062,0.4790902830764824,0.5630957155783396
中国庭園燕趙園,0.5306672756648265,0.5900872538110427,0.6032746307110645,0.5690023166950079,0.5047292988188499,0.5570239685412773,0.5929353537445904,0.5786434163847153,0.638868129345868,0.6146095791135812,0.6340094678727037,0.6655302809110185,0.6421012910548134,0.6585935660532467,0.6830570523018925,0.779333879595646,0.6960553293920333,0.6984225862222999,0.6932634606191415,0.7202950303321984,0.5645681371772874,0.5704941584815946
井の頭恩賜公園,0.6085502879374106,0.7138264323961528,0.730238250674567,0.6993019014204536,0.6374533432164284,0.5882930898786308,0.6466173278377716,0.6700808305739878,0.7590137484232735,0.6837275222420467,0.6692802539307808,0.6711154116863224,0.6356760042586518,0.675351113759362,0.6988229171075179,0.8445065309025566,0.6970630900382045,0.7183235952402199,0.6311360445393233,0.6852801341848567,0.5763782953102571,0.5398041705630994
京都御所,0.5853006320518263,0.6156728553731847,0.5782648047413381,0.5823502829827708,0.5305884976877095,0.557119198251499,0.616981138782319,0.6107346072186172,0.6837287577328817,0.5741728982910901,0.7420777287355061,0.7484910706753565,0.7194406489696745,0.7142361052555755,0.6709524805197105,0.7603720474712048,0.8026533458814737,0.6533802067220968,0.7064450823253705,0.6855629926171491,0.4954152807315609,0.5339938054478338
京都水族館,0.4587048139821513,0.5667025270050104,0.6670013573591077,0.5913271465541643,0.58208216395709,0.5719762387128559,0.604246591807479,0.7195337465755753,0.5796952633112356,0.6437137741729917,0.5763854186300742,0.5807606244562655,0.5415968471806383,0.5993335950967577,0.673191206711358,0.6816905694794972,0.6490276229188527,0.8238892445577218,0.665671354848892,0.7312987737945947,0.5211511045781816,0.6021676688137453
京都駅ビル,0.52808673926206,0.5448846128838795,0.5087165902777339,0.5186469636863739,0.4638344924895527,0.4875527321742177,0.5349930469918267,0.5292712855262759,0.5614152814512884,0.5450585718752132,0.6002279748686205,0.6172021499177482,0.5954893749844907,0.7189738700934168,0.6772631547323813,0.6079572739273804,0.6924341282864314,0.5771003017418657,0.6311412076154377,0.6727475946152425,0.50413495509684,0.6172949433708903
伊弉諾神宮,0.5796959291313578,0.5652886170448632,0.586300390347437,0.555069042497744,0.4857603267937782,0.6066937550967901,0.5962847564059355,0.6313995172910926,0.6414518670138563,0.5681426551843588,0.6966573355693777,0.8271691798659512,0.6016756660198638,0.6607069807756107,0.6777348612100417,0.6434755722276059,0.6873074062848938,0.602724030246572,0.6002989536714984,0.6412910586634952,0.4937878113706831,0.5592951567415331
伊根の舟屋,0.5450333460166271,0.57475951433355,0.6332122234883957,0.6069351454250542,0.4960159815815956,0.7320523840042372,0.6296636549431903,0.6806374949991068,0.5465193249800797,0.6351051285980599,0.6118504336847254,0.582308856717064,0.5608908892910863,0.7384998029481439,0.757999969587513,0.6132888538368267,0.7081488466682473,0.6350089983444879,0.6195640344026825,0.6747031523638864,0.5594248915546807,0.6559829246277114
伏見稲荷大社,0.6831572033516112,0.625959176217796,0.6040760438248259,0.6118228137467394,0.5794920233865576,0.5872262606462247,0.674731992553335,0.6262049229393782,0.6664319864550875,0.6376805622705065,0.712885409597178,0.8211615238184321,0.6576608698021481,0.7266912719185967,0.7226738658355354,0.6721073419715499,0.7308493922828271,0.6231727900043973,0.6342295535595966,0.6932190978355919,0.5558849264220271,0.608213322961513
余部鉄橋「空の駅」展望施設,0.6282739891503157,0.6125385512783543,0.6091390613084411,0.654724995736532,0.610074749269374,0.6285470956627437,0.6765916284146163,0.5605897972964861,0.5690064167210649,0.6535229500602477,0.650770714648581,0.6321815506671532,0.6268482677978466,0.6358006392052702,0.6441162044261524,0.6178174415064775,0.757966553511922,0.5672275990987629,0.6422840840154938,0.6545377974968043,0.5683682353945678,0.4996071398773817
倉敷アイビースクエア,0.5685431566875715,0.624726980852389,0.6046730628891831,0.57054727158187,0.5397919851480001,0.6207064065518414,0.6548880837666532,0.5828023297893081,0.6612986879290159,0.6470992361186342,0.6660666605463172,0.6660040659664944,0.6552635076042905,0.7999169318965708,0.7581706508942991,0.73009516306774,0.7920373742000315,0.6665155376366811,0.7447852269632336,0.7563190694579536,0.6374620480670551,0.6674878273377599
倉敷美観地区,0.5893472538300607,0.6658158581530021,0.6245041210569675,0.6267826115164727,0.5472051750305277,0.6735391924949226,0.6573709040193976,0.6392340755640105,0.6883971760530943,0.6484601902108689,0.6876818037372469,0.6527134614678256,0.639990845049328,0.8448482810853168,0.7993392603256024,0.7238284401715019,0.7390260993825355,0.6609835976212515,0.7129548221668519,0.7254564257460755,0.5730869935582462,0.6986680398832803
備中松山城,0.6813271388255366,0.5983875803802008,0.5059286122366555,0.5450683106371734,0.4892295034719345,0.5503497570335388,0.6062479752676337,0.5006657098712151,0.5942222171168459,0.5421340424296599,0.6635059246366638,0.6643040971852778,0.8281507262202943,0.6539094058563784,0.6079718977749442,0.5979758273842752,0.6724007211423202,0.5191777804255757,0.5578797621517435,0.5946839736358829,0.498389966993179,0.4799776449302356
元乃隅神社,0.6542066809261566,0.6331780248815015,0.6604534161387365,0.6366132613765405,0.5929779744847739,0.690056594660103,0.700665437575648,0.6476659199271022,0.6090852940948416,0.6649959331847117,0.6576634548642301,0.7394172359730141,0.5688884425538091,0.6422135624769971,0.681271933813432,0.6224579992029216,0.6703892867258565,0.5832829415064941,0.5569983288070385,0.6200606279916946,0.553899935054257,0.5685678834784182
八坂神社,0.6217902848485806,0.5778917601283212,0.5654862903853238,0.5545900134127076,0.4990899599281038,0.5142584166291554,0.5644710579430782,0.5660884276193923,0.6585968798410071,0.5800428883627787,0.6532476091212175,0.8105183509310531,0.6152223544465463,0.7044780092893641,0.6844752999616942,0.642561539237033,0.6473835369443554,0.5414144456733417,0.5709750784648338,0.6169919382579474,0.5277825447458108,0.5774872332822069
八幡堀,0.5617770409377287,0.6554076815562878,0.7251563666999327,0.7297449273422649,0.6362728603149651,0.6431130045193915,0.6623397383429449,0.6662237198874366,0.64685231496361,0.6995440469711279,0.6772277457578708,0.6661335327721005,0.6589601152600062,0.7828915061851054,0.7746708060479757,0.731120183988815,0.750387342922461,0.6691915606752112,0.6547314273724942,0.7042716304464222,0.5980387232986254,0.634217509659572
八王子城跡,0.6553800529197376,0.6358506175409916,0.5703241566439619,0.5772311027482432,0.5378533709393439,0.5282127575551852,0.6242242243853704,0.5431200665957056,0.6166389363056299,0.5748238838474833,0.7467419045162038,0.6922076478949266,0.8275882474482363,0.6729335436161011,0.6062047028467146,0.6518812177828397,0.6950857815027611,0.553927400286482,0.6024253192444736,0.6021926543042591,0.4964521555945368,0.4412393321245933
八重垣神社,0.5720622870350892,0.5494934719226047,0.6339762666326795,0.5868369856957834,0.5456547707656175,0.5967856471320312,0.6239076595798628,0.6094507951687382,0.6357305067543921,0.6103923782010114,0.6575313909154288,0.7760863572387965,0.5636702636643012,0.622147310777948,0.6535498471767718,0.6618708083835797,0.6554144645438309,0.5685491004012323,0.5614908907873705,0.6061352064889867,0.5341115915730544,0.5178438602426148
六甲山,0.8127795335335586,0.7771503343762332,0.7228084939756221,0.7337925532735602,0.6273944869365047,0.6906192761949317,0.7421078854871226,0.6359759317372233,0.6646158862764509,0.7403961554185685,0.6724807149679395,0.6962307049892877,0.6552035976667487,0.6853091397064606,0.7403671243759922,0.7087915601525195,0.6832212878525162,0.6343870398852889,0.5710025914346667,0.682256807704412,0.6337805375224463,0.5857937089277272
六義園,0.5826902389054089,0.6886465863101298,0.6652610071889107,0.6482876416825734,0.5772454072904032,0.5716230176852004,0.5993652064051671,0.6032149515613016,0.8205785260948822,0.6202968947270573,0.6439516376757273,0.6777152471578317,0.6403518796102141,0.6405067328591069,0.6702517784841213,0.8746331538898153,0.7043555220625368,0.6476564428475917,0.6620768007344521,0.636009479932656,0.5144820650249811,0.4780925811148159
出石城下町のまちなみ,0.4996376886404465,0.5541663329395181,0.5332879298804629,0.5370168754701022,0.5008996209208678,0.5621493046707781,0.6181630062078411,0.5164720410013335,0.5769365494227817,0.6103891914505002,0.6486506449035684,0.5983060967547253,0.6211903857666286,0.7810400273959879,0.7467265827529589,0.6113407655038492,0.6565880445931888,0.5478272862005541,0.606484337899229,0.6344034713365564,0.6029517796214365,0.7184023603592413
出雲大社,0.6326031792422754,0.6062302523602892,0.5982467261217894,0.5694396359963985,0.5101036568140993,0.610426024114821,0.6375422641124132,0.6089880668358567,0.6260751219527472,0.6016372763330962,0.6901359779676848,0.8087437535859229,0.6068460527550268,0.6787730441028236,0.6909282226434836,0.6279407406774723,0.6862474291407711,0.570360483642992,0.5776245780652589,0.6414549436456423,0.5434077989787301,0.5956892885436229
出雲大社御本殿,0.6070939689802706,0.5632551437631725,0.563613810874323,0.5368129877790331,0.495767470221373,0.5780649371234962,0.6239845008756023,0.5875756557208869,0.5956594668167964,0.572555049220661,0.6969327306359419,0.8195475416474248,0.6056212059254411,0.6567585228780802,0.6500509805367312,0.5956777055581295,0.6879320550737322,0.5542681922549136,0.5962622478249521,0.6105877922310611,0.510512257877437,0.5471236122573182
出雲日御碕灯台,0.6621567329524634,0.6315516080237876,0.6042603195543387,0.6499653068582163,0.6365501867456088,0.7380110261753476,0.7030718488260289,0.6034169003326483,0.5934498112799573,0.6626765642381723,0.6272296207892362,0.6417127456908643,0.6083974743993894,0.6158586409700777,0.6377999079018165,0.5713451901846971,0.6783731184875446,0.4877612063768414,0.5258565266818392,0.5440497320591717,0.5697575337235706,0.5095066065299051
別府弁天池,0.58257209285925,0.7089561123827435,0.8130416161353651,0.7612815065475315,0.7610950223637546,0.6922230828493756,0.7408205617205605,0.6921422484529034,0.6359655079203536,0.8001937227041979,0.6125528052651171,0.6234474239387476,0.5261201293293961,0.5788996138099455,0.7061098656106266,0.7180637166123601,0.6285324975751962,0.6701064919391301,0.5385835496301739,0.6145516307437138,0.6862617936569373,0.5768460176773169
北の丸公園,0.5543868696600649,0.6346357723149746,0.6037386144461965,0.5559752494417318,0.5045685339588305,0.513909333887247,0.550256557442591,0.5671434209796464,0.7409644598072493,0.5458541435260446,0.6428372172022073,0.6062137625371868,0.6343813327246026,0.6114238184777403,0.6001027522467925,0.8077330871971983,0.6546968134572022,0.6247290768084729,0.6055025237891651,0.5933087263612596,0.4366964805927396,0.4091133092602849
北野天満宮,0.5817182301409327,0.610745871916282,0.5897365470836183,0.5888174419895734,0.5725399231114296,0.5112855430721562,0.5846268768161544,0.632439766693234,0.7521713124440421,0.583014828095064,0.6672477545603152,0.7937999853670017,0.620249977347819,0.6879505145056676,0.7181295268413106,0.7360202981401059,0.6927262487321175,0.6371122367303025,0.6522930515133583,0.6674718259117655,0.5025973283543184,0.5967472839808887
千光寺,0.6773860503330802,0.6302274834870389,0.5612853063440647,0.6203316020487397,0.5722199124212782,0.5566572052600249,0.6459858440762359,0.5288296406862338,0.6090249898869392,0.6134059860430365,0.6612254278502918,0.8012209284588654,0.6476719780472868,0.6552225614458873,0.6372315781291485,0.6451125950585866,0.6793809687737628,0.5520910528654834,0.5844344719137677,0.619720838293887,0.5762948389242954,0.4967993052217394
千畳敷,0.7047652773310813,0.7477464015483476,0.706425122076154,0.7392552001323871,0.658694416300262,0.8686523569549408,0.8059474477783359,0.7212720012466362,0.6543849650104916,0.7571105852784643,0.6882655310665137,0.645438077292261,0.6296609064831267,0.6617417501421328,0.7256248629731776,0.6859326372564465,0.6807420159799075,0.5999893288278355,0.5771187340500443,0.6411678503865252,0.6245219866299205,0.5672783915642952
南京町,0.4131273855615133,0.460349694674193,0.4396826518085446,0.414382282946543,0.367741035875524,0.4243805128252656,0.4406016149124684,0.4663947327275705,0.4633856140427025,0.5057852379809401,0.4586655651784116,0.4811651258073534,0.4505252965890525,0.6748015624416339,0.6635331971022062,0.5343877163729701,0.5257734230665496,0.5548692685700496,0.5120405843248913,0.6166553862309185,0.4916850227674186,0.7230618964429546
